timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-05T13:05:17,OpenCL basic Kernel,e76d481a-f95c-4a21-9182-d79b2587e628,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,404.7152371300035,0.0043169472353882365,1.0666628877136981e-05,6.422778650666667,252.53936038442845,20.0,0.0006977625951559076,0.028387519098886038,0.0021727083816836562,0.031257990075725606,0.0,Belgium,BEL,,,,Linux-5.14.0-503.35.1.el9_5.x86_64-x86_64-with-glibc2.34,3.11.3,3.2.6,16,AMD EPYC-Genoa Processor,1,1 x NVIDIA RTX 6000 Ada Generation,,,62.79191589355469,machine,2.6054590570719602,100.0,17.90223325062024,11.227859648522314,N,1.0,0.0
