timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-05T13:05:31,OpenCL complex Kernel,cfdd7627-e39d-4ad5-89c9-9545959290f1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14.127756970992777,0.00013647793561611776,9.660269205956425e-06,6.419845960369231,226.3566219236869,20.0,2.429836427235766e-05,0.0008882115439017291,7.569442336680368e-05,0.0009882043315408903,0.0,Belgium,BEL,,,,Linux-5.14.0-503.35.1.el9_5.x86_64-x86_64-with-glibc2.34,3.11.3,3.2.6,16,AMD EPYC-Genoa Processor,1,1 x NVIDIA RTX 6000 Ada Generation,,,62.79191589355469,machine,0.0,92.5,18.475,11.601031303405762,N,1.0,0.0
